UserId,ProductId,Rating,Timestamp,TimestampDT,TimeWeight,ProductMean
A00414041RD0BXM6WK0GX,B007IY97U0,3.000000,1405296000,2014-07-14T00:00:00,0.998373,4.368421
A00414041RD0BXM6WK0GX,B00870XLDS,2.000000,1405296000,2014-07-14T00:00:00,0.998373,3.333333
A00414041RD0BXM6WK0GX,B008MIRO88,1.000000,1405296000,2014-07-14T00:00:00,0.998373,3.100000
A00414041RD0BXM6WK0GX,B00BQYYMN0,3.000000,1405296000,2014-07-14T00:00:00,0.998373,3.647059
A00414041RD0BXM6WK0GX,B00GRTQBTM,5.000000,1405296000,2014-07-14T00:00:00,0.998373,2.800000
A00414041RD0BXM6WK0GX,B00HFP4JZU,5.000000,1405296000,2014-07-14T00:00:00,0.998373,4.142857
A00473363TJ8YSZ3YAGG9,B000052YQU,2.000000,1402790400,2014-06-15T00:00:00,0.993128,4.545455
A00473363TJ8YSZ3YAGG9,B0019LVFI0,3.000000,1357430400,2013-01-06T00:00:00,0.898192,4.000000
A00473363TJ8YSZ3YAGG9,B001L2BEWE,4.000000,1387843200,2013-12-24T00:00:00,0.961844,4.300000
A00473363TJ8YSZ3YAGG9,B0020HEBX8,4.000000,1384387200,2013-11-14T00:00:00,0.954611,4.028571
A00473363TJ8YSZ3YAGG9,B006R5GXCG,4.000000,1384387200,2013-11-14T00:00:00,0.954611,4.428571
A00473363TJ8YSZ3YAGG9,B00B18C2RE,3.000000,1399593600,2014-05-09T00:00:00,0.986438,3.700000
A00700212KB3K0MVESPIY,B00028M3N2,5.000000,1386028800,2013-12-03T00:00:00,0.958047,4.468085
A00700212KB3K0MVESPIY,B001MP0T2Q,5.000000,1385337600,2013-11-25T00:00:00,0.956600,4.513514
A00700212KB3K0MVESPIY,B001RMP7M6,5.000000,1385337600,2013-11-25T00:00:00,0.956600,4.655172
A00700212KB3K0MVESPIY,B0035RF85C,5.000000,1386028800,2013-12-03T00:00:00,0.958047,4.250000
A00700212KB3K0MVESPIY,B003TMO3EU,5.000000,1385337600,2013-11-25T00:00:00,0.956600,3.714286
A00700212KB3K0MVESPIY,B005Y5VL4U,5.000000,1386028800,2013-12-03T00:00:00,0.958047,4.200000
A00700212KB3K0MVESPIY,B006GK5NNW,5.000000,1386028800,2013-12-03T00:00:00,0.958047,5.000000
A00700212KB3K0MVESPIY,B007EZ0CC0,5.000000,1386892800,2013-12-13T00:00:00,0.959855,4.833333
A00700212KB3K0MVESPIY,B0091JL3IO,5.000000,1386892800,2013-12-13T00:00:00,0.959855,4.600000
